Lift,Load (Btu),Load (Tons),kW,kW/Ton,Load(%)
2.275913239,293.657581,0.024471465,0,0,0.000978859
1.403713226,261.6564617,0.021804705,0,0,0.000872188
0.618938446,230.1322538,0.019177688,0,0,0.000767108
-0.165836334,199.0988172,0.016591568,0,0,0.000663663
-0.787220001,168.5492154,0.014045768,0,0,0.000561831
-1.050662994,198.9461329,0.016578844,0,0,0.000663154
-1.320732117,255.7697226,0.021314144,0,0,0.000852566
-1.617881775,266.0964746,0.022174706,0,0,0.000886988
-1.642261505,276.4366292,0.023036386,0,0,0.000921455
-1.538341522,286.7700825,0.023897507,0,0,0.0009559
-1.305633545,297.1035358,0.024758628,0,0,0.000990345
-0.973125458,307.4436905,0.025620308,0,0,0.001024812
-0.640617371,317.7771438,0.026481429,0,0,0.001059257
-0.308109283,306.847272,0.025570606,0,0,0.001022824
0.036197662,293.8229688,0.024485247,0,0,0.00097941
0.611766815,309.0368911,0.025753074,0,0,0.001030123
1.187335968,324.3681086,0.027030676,0,0,0.001081227
1.649265289,339.8234199,0.028318618,0,0,0.001132745
1.942676544,355.3892563,0.029615771,0,0,0.001184631
2.095848083,371.0723881,0.030922699,0,0,0.001236908
2.249019623,386.8727896,0.032239399,0,0,0.001289576
2.727394104,334.186602,0.027848883,0,0,0.001113955
3.786426544,274.4788943,0.022873241,0,0,0.00091493
4.756622314,260.7596088,0.021729967,0,0,0.000869199
4.828819275,247.1373926,0.020594783,0,0,0.000823791
4.49262619,233.6260012,0.019468833,0,0,0.000778753
3.861026764,220.2117194,0.018350977,0,0,0.000734039
2.923107147,206.90819,0.017242349,0,0,0.000689694
1.713634491,193.7018435,0.01614182,0,0,0.000645673
0.504165649,261.2851494,0.021773762,0,0,0.00087095
-0.310600281,316.6355877,0.026386299,0,0,0.001055452
-0.644538879,314.5099715,0.026209164,0,0,0.001048367
-0.588970184,312.3622798,0.02603019,0,0,0.001041208
-0.412689209,310.1722126,0.025847684,0,0,0.001033907
-0.101158142,307.9600488,0.025663337,0,0,0.001026533
0.415863037,305.719036,0.025476586,,,0.001019063
0.991016388,303.449174,0.025287431,,,0.001011497
2.020618439,246.6303111,0.020552526,,,0.000822101
3.075180054,224.0798317,0.018673319,,,0.000746933
4.256038666,266.6718956,0.022222658,,,0.000888906
5.494190216,309.9344534,0.025827871,,,0.001033115
6.717639923,353.846436,0.029487203,,,0.001179488
7.723957062,398.4149014,0.033201242,,,0.00132805
8.730278015,443.6398297,0.036969986,,,0.001478799
9.230567932,489.5212209,0.040793435,,,0.001631737
9.711730957,351.974671,0.029331223,,,0.001173249
10.21479797,222.2272596,0.018518938,,,0.000740758
10.13589859,144.5532908,0.012046108,,,0.000481844
9.628269196,69.21450626,0.005767876,,,2.31E-04
7.853218079,-3.80335034,-0.000316946,,,-1.26778E-05
6.076198578,-74.49309185,-0.006207758,,,-0.00024831
4.154853821,-142.8547235,-0.01190456,,,-0.000476182
2.233505249,-208.8882306,-0.017407353,,,-0.000696294
0.312160492,-41.46691125,-0.003455576,,,-0.000138223
-1.574821472,57.67664174,0.004806387,,,0.000192255
-2.483463287,53.42132971,0.004451777,,,0.000178071
-2.748561859,49.15954079,0.004096628,,,0.000163865
-2.403759003,44.90422877,0.003742019,,,0.000149681
-1.682102203,40.64891674,0.00338741,,,0.000135496
-0.932109833,36.38712782,0.003032261,,,0.00012129
-0.182113647,32.13181579,0.002677651,,,1.07E-04
0.567878723,-18.6145613,-0.001551213,,,-6.20E-05
1.422935486,-21.20524543,-0.001767104,,,-7.07E-05
2.304790497,20.00305716,0.001666921,,,6.66769E-05
3.481929779,62.27298973,0.005189416,,,0.000207577
4.726802826,105.5977578,0.008799813,,,0.000351993
5.971679688,149.9908725,0.012499239,,,0.00049997
7.21654892,195.4386462,0.016286554,,,0.000651462
8.307971954,239.2346686,0.019936222,,,0.000797449
9.221694946,81.51223682,0.006792686,,,2.72E-04
9.316829681,-24.01745635,-0.002001455,,,-8.00582E-05
8.789669037,-90.14489091,-0.007512074,,,-0.000300483
7.719097137,-153.5553453,-0.012796279,,,-0.000511851
5.805583954,-214.2558445,-0.017854654,,,-0.000714186
3.904685974,-272.252893,-0.022687741,,,-0.00090751
2.102394104,-327.5333575,-0.027294446,,,-0.001091778
0.300102234,-372.7087109,-0.031059059,,,-0.001242362
-1.502185822,-182.0972537,-0.015174771,,,-0.000606991
-2.885494232,-110.5266288,-0.009210552,,,-0.000368422
-3.961551666,-114.6193147,-0.00955161,,,-0.000382064
-4.052303314,-118.7120005,-0.009892667,,,-0.000395707
-3.880008698,-122.8046864,-0.010233724,,,-0.000409349
-3.359142303,-126.8973723,-0.010574781,,,-0.000422991
-2.838279724,-130.9840307,-0.010915336,,,-0.000436613
-2.31741333,-136.8970275,-0.011408086,,,-0.000456323
-1.769443512,-169.644542,-0.014137045,,,-0.000565482
-0.940879822,-160.8714999,-0.013405958,,,-0.000536238
-0.098392487,-129.6277801,-0.010802315,,,-0.000432093
0.744094849,-97.45804639,-0.008121504,,,-0.00032486
1.586589813,-64.34958438,-0.005362465,,,-0.000214499
2.429077148,-30.32765435,-0.002527305,,,-1.01E-04
3.300830841,4.620289594,0.000385024,,,1.54E-05
4.174236298,15.82746477,0.001318955,,,5.27582E-05
4.767089844,-86.51567757,-0.00720964,,,-0.000288386
4.723808289,-137.0160378,-0.011418003,,,-0.00045672
4.271636963,-172.1890857,-0.01434909,,,-0.000573964
3.496318817,-206.3828724,-0.017198573,,,-0.000687943
2.216278076,-239.6233838,-0.019968615,,,-0.000798745
0.765110016,-271.8912399,-0.022657603,,,-0.000906304
-0.600273132,-303.1990976,-0.025266591,,,-0.001010664
-1.745182037,-278.1937792,-0.023182815,,,-0.000927313
-2.890090942,-134.3375192,-0.011194793,,,-0.000447792
-4.114402771,-119.0790355,-0.009923253,,,-0.00039693
-5.347862244,-118.2666008,-0.00985555,,,-0.000394222
-5.710414886,-117.4565426,-0.009788045,,,-0.000391522
-5.763645172,-116.6370268,-0.009719752,,,-0.00038879
-5.392597198,-115.8317782,-0.009652648,,,-0.000386106
-5.02155304,-115.0288972,-0.009585741,,,-0.00038343
-4.650508881,-114.1817802,-0.009515148,,,-0.000380606
-4.279464722,-113.4655114,-0.009455459,,,-0.000378218
-3.88129425,-106.8862794,-0.00890719,,,-0.000356288
-3.482402802,-99.74491482,-0.008312076,,,-0.000332483
-3.083511353,-92.44814564,-0.007704012,,,-0.00030816
-2.684616089,-84.99597188,-0.007082998,,,-0.00028332
-2.28572464,-77.38839356,-0.006449033,,,-0.000257961
-1.886833191,-69.62541066,-0.005802118,,,-0.000232085
-1.487941742,-85.28537293,-0.007107114,,,-0.000284285
-1.118869781,-137.0723587,-0.011422697,,,-0.000456908
-0.990455627,-125.9440234,-0.010495335,,,-0.000419813
-0.896339417,-113.6676108,-0.009472301,,,-0.000378892
-0.817485809,-101.4988138,-0.008458234,,,-0.000338329
-0.738628387,-89.43764837,-0.007453137,,,-0.000298125
0.550609589,-77.48410029,-0.006457008,,,-0.00025828
-0.095787048,-65.64425357,-0.005470354,,,-0.000218814
-1.355075836,-32.74998489,-0.002729165,,,-1.09E-04
-2.705799103,15.09893686,0.001258245,,,5.03E-05
-3.709064484,3.640621901,0.000303385,,,1.21E-05
-4.106613159,-7.817693055,-0.000651474,,,-2.61E-05
-3.879768372,-19.27600801,-0.001606334,,,-6.42534E-05
-3.652927399,-30.74035048,-0.002561696,,,-0.000102468
-3.426082611,-42.19263792,-0.003516053,,,-0.000140642
-3.199237823,-53.65095288,-0.004470913,,,-0.000178837
-2.972396851,-64.25336003,-0.005354447,,,-0.000214178
-2.741603851,-68.48567918,-0.00570714,,,-0.000228286
-2.507938385,-49.94222628,-0.004161852,,,-0.000166474
-2.241588593,-30.85371582,-0.002571143,,,-1.03E-04
-1.526611328,-11.21383095,-0.000934486,,,-3.74E-05
-0.811637878,8.964881908,0.000747073,,,2.99E-05
0.077011108,29.68865233,0.002474054,,,9.89622E-05
1.291866302,50.95748031,0.004246457,,,1.70E-04
2.378837585,-4.669357524,-0.000389113,,,-1.55645E-05
2.866790771,-65.8807672,-0.005490064,,,-0.000219603
2.877620697,-88.68634182,-0.007390528,,,-0.000295621
2.149723053,-111.2895221,-0.009274127,,,-0.000370965
0.837978363,-133.7035962,-0.011141966,,,-0.000445679
-0.007831573,-155.9219059,-0.012993492,,,-0.00051974
-0.614627838,-177.9444512,-0.014828704,,,-0.000593148
-0.377449036,-199.7647151,-0.01664706,,,-0.000665882
0.664215088,-180.4518068,-0.015037651,,,-0.000601506
0.574775696,-164.4674861,-0.013705624,,,-0.000548225
0.044288635,-165.7369551,-0.013811413,,,-0.000552457
-0.507270813,-167.0064242,-0.013917202,,,-0.000556688
-1.005371094,-168.2758932,-0.014022991,,,-0.00056092
-0.716445923,-169.5388854,-0.01412824,,,-0.00056513
-0.521282196,-170.8083544,-0.01423403,,,-0.000569361
-0.516407013,-172.0778234,-0.014339819,,,-0.000573593
-0.420753479,-181.0742137,-0.015089518,,,-0.000603581
0.212203979,-175.7229626,-0.01464358,,,-0.000585743
0.855983734,-152.0922222,-0.012674352,,,-0.000506974
1.499771118,-128.2385636,-0.010686547,,,-0.000427462
2.150127411,-104.1881478,-0.008682346,,,-0.000347294
2.834144592,-79.92132127,-0.00666011,,,-0.000266404
3.518169403,-55.44463517,-0.004620386,,,-0.000184815
4.202186584,-30.75809159,-0.002563174,,,-0.000102527
4.718673706,-120.2180665,-0.010018172,,,-0.000400727
4.855552673,-193.2174094,-0.016101451,,,-0.000644058
5.011322021,-231.1068427,-0.019258904,,,-0.000770356
4.597229004,-267.9337295,-0.022327811,,,-0.000893112
3.95117569,-303.7241081,-0.025310342,,,-0.001012414
2.951599121,-338.4585921,-0.028204883,,,-0.001128195
1.952026367,-372.143611,-0.031011968,,,-0.001240479
0.952453613,-404.7853508,-0.033732113,,,-0.001349285
-0.189048767,-302.7342469,-0.025227854,,,-0.001009114
-1.3907547,-267.4289942,-0.02228575,,,-0.00089143
-2.52104187,-283.2210958,-0.023601758,,,-0.00094407
-2.962028503,-299.0252525,-0.024918771,,,-0.000996751
-2.90422821,-314.8233816,-0.026235282,,,-0.001049411
-2.719165802,-330.6215107,-0.027551793,,,-0.001102072
-2.534103394,-346.4256674,-0.028868806,,,-0.001154752
-2.321300507,-360.9640449,-0.030080337,,,-0.001203213
-2.037090302,-363.7849241,-0.03031541,,,-0.001212616
-1.747821808,-361.5918784,-0.030132657,,,-0.001205306
-1.456348419,-356.1738881,-0.029681157,,,-0.001187246
-1.164878845,-350.5983498,-0.029216529,,,-0.001168661
-0.873405457,-344.8529892,-0.028737749,,,-0.00114951
-0.583992004,-338.9501957,-0.02824585,,,-0.001129834
-0.300315857,-332.8774647,-0.027739789,,,-0.001109592
-0.016643524,-337.5095566,-0.028125796,,,-0.001125032
0.267032623,-382.5985579,-0.031883213,,,-0.001275329
0.570476532,-387.7431725,-0.032311931,,,-0.001292477
0.878448486,-385.1579149,-0.032096493,,,-0.00128386
1.056800842,-382.5644129,-0.031880368,,,-0.001275215
1.103820801,-379.9562734,-0.031663023,,,-0.001266521
0.298175812,-377.3272462,-0.031443937,,,-0.001257757
-0.839885712,-374.6836668,-0.031223639,,,-0.001248946
-1.951667786,-349.734197,-0.029144516,,,-0.001165781
-3.063453674,-263.4809688,-0.021956747,,,-0.00087827
-3.791385651,-256.4950734,-0.021374589,,,-0.000854984
-4.30771637,-261.55819,-0.021796516,,,-0.000871861
-4.484210968,-266.6213065,-0.022218442,,,-0.000888738
-4.239833832,-271.6904506,-0.022640871,,,-0.000905635
-3.893352509,-276.7475396,-0.023062295,,,-0.000922492
-3.450099945,-281.8106562,-0.023484221,,,-0.000939369
-3.006847382,-296.119988,-0.024676666,,,-0.000987067
-2.563587189,-326.7744743,-0.027231206,,,-0.001089248
-2.087921143,-307.5115758,-0.025625965,,,-0.001025039
-1.466106415,-283.1407535,-0.023595063,,,-0.000943803
-0.725669861,-258.5223029,-0.021543525,,,-0.000861741
0.014766693,-233.6684672,-0.019472372,,,-0.000778895
0.755203247,-208.5793109,-0.017381609,,,-0.000695264
1.495639801,-183.2363159,-0.015269693,,,-0.000610788
2.107715607,-207.6004611,-0.017300038,,,-0.000692002
2.716396332,-305.4704475,-0.025455871,,,-0.001018235
3.265834808,-323.0412675,-0.026920106,,,-0.001076804
3.267154694,-340.4399569,-0.028369996,,,-0.0011348
3.001369476,-357.6665645,-0.029805547,,,-0.001192222
2.329410553,-374.7271995,-0.031227267,,,-0.001249091
1.521045685,-391.6095386,-0.032634128,,,-0.001305365
0.091403961,-408.3197999,-0.03402665,,,-0.001361066
-1.338241577,-357.612771,-0.029801064,,,-0.001192043
-2.775577545,-241.9693606,-0.020164113,,,-0.000806565
-4.191734314,-240.312119,-0.02002601,,,-0.00080104
-5.066429138,-238.6716905,-0.019889308,,,-0.000795572
-5.731269836,-237.0301004,-0.019752508,,,-0.0007901
-5.809165955,-235.3933402,-0.019616112,,,-0.000784644
-5.637325287,-233.7614279,-0.019480119,,,-0.000779205
-5.19499588,-232.1401771,-0.019345015,,,-0.000773801
-4.752662659,-229.5632081,-0.019130267,,,-0.000765211
-4.308177948,-224.6256911,-0.018718808,,,-0.000748752
-3.851177216,-202.9367247,-0.016911394,,,-0.000676456
-3.394180298,-180.5500527,-0.015045838,,,-0.000601834
-2.707519531,-157.4479388,-0.013120662,,,-0.000524826
-1.920890808,-133.6424717,-0.011136873,,,-0.000445475
-1.13425827,-109.1151394,-0.009092928,,,-0.000363717
-0.346191406,-83.89079892,-0.0069909,,,-0.000279636
0.488269806,-143.0845892,-0.011923716,,,-0.000476949
2.51543808,-221.7097346,-0.018475811,0,0,-0.000739032
4.041564941,-214.4171401,-0.017868095,0,0,-0.000714724
4.179199219,-207.1838236,-0.017265319,0,0,-0.000690613
3.781017303,-200.0226205,-0.016668552,0,0,-0.000666742
2.622406006,-192.9270957,-0.016077258,0,0,-0.00064309
1.550800323,-185.8972494,-0.015491437,0,0,-0.000619657
0.503738403,-178.9205576,-0.014910046,0,0,-0.000596402
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
-3.922065735,-71.33569568,-0.005944641,0,0,-0.000237786
-3.884365082,-56.56827241,-0.004714023,,,-0.000188561
-3.846229553,-41.62605107,-0.003468838,,,-0.000138754
-3.810817719,-31.68667108,-0.002640556,,,-1.06E-04
-3.776546478,-23.83281291,-0.001986068,,,-7.94E-05
-3.642101288,-15.97895473,-0.00133158,,,-5.33E-05
-3.446804047,-8.12509656,-6.77E-04,,,-2.71E-05
-3.25151062,-0.271238387,-2.26032E-05,,,-9.04E-07
-3.056217194,7.576592267,0.000631383,,,2.53E-05
-2.969970703,15.40475287,0.001283729,,,5.13E-05
-2.890838623,23.13337927,0.001927782,,,7.71113E-05
-2.942485809,37.00927988,0.003084107,,,0.000123364
-3.07542038,52.25305685,0.004354421,,,0.000174177
-3.20835495,67.34412245,0.00561201,,,0.00022448
-3.637435913,82.29430293,0.006857859,,,0.000274314
-4.08032608,97.09183368,0.008090986,,,0.000323639
-4.523216248,111.7484292,0.009312369,,,0.000372495
-4.966106415,126.2588503,0.010521571,,,0.000420863
-5.320735931,140.6233573,0.011718613,,,0.000468745
-5.529354095,148.4892513,0.012374104,,,0.000494964
-5.741252899,155.4838175,0.012956985,,,0.000518279
-5.953144073,162.4020912,0.013533508,,,0.00054134
-6.022731781,169.2384242,0.014103202,,,0.000564128
-5.677703857,176.0041413,0.014667012,,,0.00058668
-5.268314362,182.6935661,0.015224464,,,0.000608979
-4.459461212,192.2357459,0.016019645,,,0.000640786
-3.650600433,204.9264011,0.0170772,,,0.000683088
-2.79574585,219.4807224,0.01829006,,,0.000731602
-1.936084747,234.6437572,0.019553646,,,0.000782146
-1.020881653,250.2706893,0.020855891,,,0.000834236
0.238815308,266.3615188,0.022196793,,,0.000887872
1.498516083,282.9162259,0.023576352,,,0.000943054
2.758213043,299.9348493,0.024994571,,,0.000999783
3.088897705,310.8155499,0.025901296,,,0.001036052
3.337268829,317.493231,0.026457769,,,0.001058311
2.885787964,315.0780895,0.026256507,,,0.00105026
2.275379181,312.6188743,0.026051573,,,0.001042063
1.081863403,310.1155854,0.025842965,,,0.001033719
-0.407657623,307.5682227,0.025630685,,,0.001025227
-1.897174835,304.9767637,0.02541473,,,0.001016589
-3.386692047,302.3473087,0.025195609,,,0.001007824
-4.559360504,302.5272414,0.025210603,,,0.001008424
-5.730491638,305.8544323,0.025487869,,,0.001019515
-6.525592804,327.2159621,0.027267997,,,0.00109072
-6.734550476,348.5835195,0.029048627,,,0.001161945
-6.330718994,369.9510768,0.030829256,,,0.00123317
-5.926891327,391.3186342,0.032609886,,,0.001304395
-5.52306366,412.692219,0.034391018,,,0.001375641
-5.119235992,434.0537488,0.036171146,,,0.001446846
-4.33014679,461.3052754,0.038442106,,,0.001537684
-3.503700256,491.1760218,0.040931335,,,0.001637253
-2.636127472,515.6047122,0.042967059,,,0.001718682
-1.768550873,540.5998056,0.045049984,,,0.001801999
-0.838069916,566.1422326,0.047178519,,,0.001887141
0.142749786,592.2450726,0.049353756,,,0.00197415
1.123565674,618.8950178,0.051574585,,,0.002062983
2.102714539,646.1056044,0.053842134,,,0.002153685
2.779415131,661.8108479,0.055150904,,,0.002206036
2.935428619,672.240228,0.056020019,,,0.002240801
2.597812653,676.3663889,0.056363866,,,0.002254555
1.453186035,680.3302586,0.056694188,,,0.002267768
0.308563232,684.1384036,0.057011534,,,0.002280461
-0.697582245,687.7708957,0.057314241,,,0.00229257
-1.576980591,691.2477566,0.05760398,,,0.002304159
-2.307979584,694.5622329,0.057880186,,,0.002315207
-2.769927979,702.6640661,0.058555339,,,0.002342214
-3.246631622,712.677327,0.059389777,,,0.002375591
-3.234329224,725.2230491,0.060435254,,,0.00241741
-2.977798462,737.775248,0.061481271,,,0.002459251
-2.721271515,750.327447,0.062527287,,,0.002501091
-2.464748383,762.873169,0.063572764,,,0.002542911
-2.022319794,775.425368,0.064618781,,,0.002584751
-1.474773407,787.9775669,0.065664797,,,0.002626592
0.011711121,812.1949555,0.067682913,,,0.002707317
1.531318665,838.7675091,0.069897292,,,0.002795892
3.116519928,864.9374093,0.072078117,,,0.002883125
4.374069214,891.5131441,0.074292762,,,0.00297171
5.471820831,918.4881463,0.076540679,,,0.003061627
6.781890869,945.8551639,0.078821264,,,0.003152851
8.132778168,973.6284718,0.081135706,,,0.003245428
8.826431274,1001.79363,0.083482803,,,0.003339312
9.315509796,1010.443864,0.084203655,,,0.003368146
9.409919739,994.2973974,0.082858116,,,0.003314325
9.247817993,949.3949696,0.079116247,,,0.00316465
8.967136383,905.0735328,0.075422794,,,0.003016912
7.943279266,861.326103,0.071777175,,,0.002871087
6.528850555,818.1668267,0.068180569,,,0.002727223
4.980300903,775.5886542,0.064632388,,,0.002585296
3.395828247,733.5845496,0.061132046,,,0.002445282
1.811359406,699.7393495,0.058311612,,,0.002332464
0.811779022,691.3557861,0.057612982,,,0.002304519
0.36341095,714.6628341,0.059555236,,,0.002382209
0.542713165,738.1357368,0.061511311,,,0.002460452
0.857452393,761.7745432,0.063481212,,,0.002539248
1.566864014,785.5791566,0.06546493,,,0.002618597
2.276279449,809.5496763,0.067462473,,,0.002698499
2.985691071,833.6860003,0.069473833,,,0.002778953
3.695102692,857.96747,0.071497289,,,0.002859892
4.498149872,872.3820059,0.0726985,,,0.00290794
5.500545502,877.6735478,0.073139462,,,0.002925578
6.502933502,882.9724217,0.073581035,,,0.002943241
7.505329132,888.2859445,0.074023829,,,0.002960953
8.507717133,893.6213242,0.074468444,,,0.002978738
9.510101318,898.9567151,0.07491306,,,0.002996522
10.41329193,904.24874,0.075354062,,,0.003014162
11.18894958,895.7658464,0.074647154,,,0.002985886
11.20835114,847.8969718,0.070658081,,,0.002826323
11.07274628,773.7414272,0.064478452,,,0.002579138
10.20029068,701.1181488,0.058426512,,,0.00233706
8.738048553,630.0198362,0.052501653,,,0.002100066
7.101776123,560.4465387,0.046703878,,,0.001868155
5.314685822,492.3915069,0.041032626,,,0.001641305
3.290561676,426.0010401,0.035500087,,,0.001420003
1.266441345,364.0611251,0.030338427,,,0.001213537
-0.571044922,356.7037951,0.029725316,,,0.001189013
-1.798812866,377.7507851,0.031479232,,,0.001259169
-1.975749969,398.5990449,0.033216587,,,0.001328663
-1.318561554,419.2552182,0.034937935,,,0.001397517
-0.661373138,439.7193052,0.036643275,,,0.001465731
0.087089539,459.9978089,0.038333151,,,0.001533326
0.97902298,480.6811663,0.040056764,,,0.001602271
1.870956421,509.3410712,0.042445089,,,0.001697804
2.798305511,527.66815,0.043972346,,,0.001758894
3.744262695,540.4806392,0.045040053,,,0.001801602
4.876968384,553.4463846,0.046120532,,,0.001844821
6.011798859,566.5654234,0.047213785,,,0.001888551
7.146629333,579.8376816,0.048319807,,,0.001932792
8.281459808,593.2631959,0.0494386,,,0.001977544
9.249633789,605.3310828,0.050444257,,,0.00201777
9.838939667,604.5712079,0.050380934,,,0.002015237
10.35830307,558.1875521,0.046515629,,,0.001860625
10.00904846,494.0010435,0.041166754,,,0.00164667
9.127857208,431.2150212,0.035934585,,,0.001437383
7.691558838,369.8432143,0.030820268,,,0.001232811
5.676757813,309.8787555,0.02582323,,,0.001032929
3.661952972,251.3215984,0.020943467,,,0.000837739
1.647144318,194.267135,0.016188928,,,0.000647557
-0.367656708,139.1049421,0.011592079,,,0.000463683
-1.80474472,144.7987915,0.012066566,,,0.000482663
-2.467689514,164.7081569,0.01372568,,,0.000549027
-2.658477783,184.2425623,0.015353547,,,0.000614142
-1.820285797,203.3894791,0.016949123,,,0.000677965
-0.982093811,222.1613091,0.018513442,,,0.000740538
-0.142211914,240.5518223,0.020045985,,,0.000801839
0.700153351,259.7068556,0.021642238,,,0.00086569
1.542518616,283.9685211,0.023664043,,,0.000946562
2.433555603,294.3613794,0.024530115,,,0.000981205
3.415466309,302.4619655,0.025205164,,,0.001008207
4.419002533,310.6725251,0.025889377,,,0.001035575
5.605876923,318.9930367,0.026582753,,,0.00106331
6.758598328,327.4235003,0.027285292,,,0.001091412
7.621421814,335.9705514,0.027997546,,,0.001119902
8.484233856,343.650985,0.028637582,0,0,0.001145503
9.215938568,348.0068506,0.029000571,0,0,0.001160023
9.370597839,292.9832549,0.024415271,0,0,0.000976611
9.528766632,235.4521745,0.019621015,0,0,0.000784841
8.697898865,179.3269457,0.014943912,0,0,0.000597756
6.699638367,124.6011949,0.010383433,0,0,0.000415337
4.701381683,71.2877585,0.005940647,0,0,2.38E-04
2.703121185,19.37397989,0.001614498,0,0,6.45799E-05
0.704868317,-31.12766795,-0.002593972,0,0,-0.000103759
-1.176799774,-76.47114247,-0.006372595,0,0,-0.000254904
-3.064640045,-57.08061159,-0.004756718,0,0,-0.000190269
-4.081680298,-37.69610822,-0.003141342,0,0,-1.26E-04
-4.169029236,-18.31160486,-1.53E-03,0,0,-6.10E-05
-3.760906219,1.078926027,8.99105E-05,0,0,3.60E-06
-2.89982605,20.46342939,0.001705286,0,0,6.82114E-05
-2.038742065,39.84793276,0.003320661,0,0,0.000132826
-1.177661896,59.23243612,0.004936036,0,0,0.000197441
-0.177242279,78.32009528,0.006526675,0,0,0.000261067
1.103347778,92.4459655,0.00770383,0,0,0.000308153
2.383937836,106.8266858,0.008902224,0,0,0.000356089
3.664531708,121.4562257,0.010121352,0,0,0.000404854
4.700325012,136.3283282,0.011360694,0,0,0.000454428
5.656887054,151.4491371,0.012620761,0,0,0.00050483
6.613449097,166.8250342,0.013902086,0,0,0.000556083
7.570014954,182.4497398,0.015204145,,,0.000608166
8.429584503,192.0966906,0.016008058,,,0.000640322
8.466934204,149.7465973,0.012478883,,,0.000499155
8.092521667,108.4522629,0.009037689,,,0.000361508
7.315216064,68.22014175,0.005685012,,,2.27E-04
5.702793121,29.05635917,0.002421363,,,9.69E-05
4.051437378,-9.051417705,-0.000754285,,,-3.01714E-05
2.194389343,-46.09698131,-0.003841415,,,-0.000153657
0.091468811,-82.08033166,-0.006840028,,,-0.000273601
-2.032752991,-106.8577487,-0.008904812,,,-0.000356192
-3.771003723,-87.66699303,-0.007305583,,,-0.000292223
-4.732040405,-68.46463121,-0.005705386,,,-0.000228215
-4.589065552,-49.27387554,-0.004106156,,,-0.000164246
-3.842689514,-30.07151373,-0.002505959,,,-1.00E-04
-3.096321106,-10.88075805,-0.00090673,,,-3.63E-05
-2.349948883,8.315800689,0.000692983,,,2.77E-05
-1.603572845,27.51235943,0.002292697,,,9.17079E-05
-0.716876984,45.46961823,0.003789135,,,0.000151565
0.343662262,60.05181218,0.005004318,,,0.000200173
1.371166229,75.04326682,0.006253606,,,0.000250144
2.398677826,90.43814689,0.007536512,,,0.00030146
3.46402359,106.2302894,0.008852524,,,0.000354101
4.588855743,122.4381972,0.010203183,,,0.000408127
5.713680267,139.0370385,0.01158642,,,0.000463457
6.602996826,156.0391296,0.013003261,,,0.00052013
7.317386627,154.3754622,0.012864622,,,0.000514585
7.515480042,123.2072016,0.010267267,,,0.000410691
7.441368103,92.56573132,0.007713811,,,0.000308552
6.708339691,62.4510622,0.005204255,,,0.00020817
5.487373352,32.86319665,0.0027386,,,1.10E-04
3.869865417,3.802127769,0.000316844,,,1.27E-05
2.252357483,-24.73213994,-0.002061012,,,-8.24405E-05
0.634849548,-52.73961043,-0.004394968,,,-0.000175799
-1.014312744,-62.26835387,-0.005189029,,,-0.000207561
-2.537002563,-48.77455805,-0.004064547,,,-0.000162582
-3.216873169,-35.40552841,-0.002950461,,,-1.18E-04
-3.328212738,-22.15533303,-0.001846278,,,-7.39E-05
-2.93013382,-9.035865049,-0.000752989,,,-3.01E-05
-2.532051086,3.958836439,0.000329903,,,1.32E-05
-2.133968353,16.82877105,0.001402398,,,5.61E-05
-1.73588562,29.57975653,0.00246498,,,9.85992E-05
-1.325050354,44.62532575,0.003718777,,,0.000148751
-0.728027344,62.49136763,0.005207614,,,0.000208305
0.263904572,81.0068539,0.006750571,,,0.000270023
1.137733459,100.1721162,0.008347676,,,0.000333907
1.940227509,119.9748826,0.009997907,,,0.000399916
2.992855072,140.414808,0.011701234,,,0.000468049
4.045482635,161.5046186,0.013458718,,,0.000538349
5.098114014,183.2380233,0.015269835,,,0.000610793
5.611709595,178.6137205,0.014884477,,,0.000595379
6.009494781,153.1401264,0.012761677,,,0.000510467
5.572803497,128.4384248,0.010703202,,,0.000428128
4.781414032,104.515274,0.008709606,,,0.000348384
3.536445618,81.37684274,0.006781404,,,0.000271256
2.230392456,59.01065597,0.004917555,,,0.000196702
0.892234802,37.42301526,0.003118585,,,1.25E-04
-0.445919037,16.61975918,0.00138498,,,5.54E-05
-1.720970154,11.76862791,0.000980719,,,3.92E-05
-2.733264923,16.28922019,0.001357435,,,5.43E-05
-3.745563507,20.8040094,0.001733667,,,6.93E-05
-3.62746048,25.31879861,0.0021099,,,8.44E-05
-3.260879517,29.83939089,0.002486616,,,9.94646E-05
-2.554615021,34.3541801,0.002862848,,,0.000114514
-1.84834671,38.87477238,0.003239564,,,0.000129583
-1.1420784,43.38956159,0.003615797,,,0.000144632
-0.418292999,49.62862163,0.004135718,,,0.000165429
0.313404083,56.85538718,0.004737949,,,0.000189518
1.04510498,64.31418671,0.005359516,,,0.000214381
1.776805878,72.01090179,0.006000908,,,0.000240036
2.741203308,79.95186975,0.006662656,,,0.000266506
3.810707092,88.12452985,0.007343711,,,0.000293748
4.880210876,96.54167072,0.008045139,,,0.000321806
5.949714661,105.1902758,0.008765856,,,0.000350634
6.821315765,68.06248766,0.005671874,,,2.27E-04
7.527275085,21.29542477,0.001774619,,,7.10E-05
7.545608521,-23.89158527,-0.001990965,,,-7.96386E-05
